name	taxonomy_id	taxonomy_lvl	119_S24.F.bracken_num	119_S24.F.bracken_frac	120_S25.F.bracken_num	120_S25.F.bracken_frac	140_S26.F.bracken_num	140_S26.F.bracken_frac	147_S27.F.bracken_num	147_S27.F.bracken_frac	177_S28.F.bracken_num	177_S28.F.bracken_frac	178_S29.F.bracken_num	178_S29.F.bracken_frac	179_S31.F.bracken_num	179_S31.F.bracken_frac	209_S30.F.bracken_num	209_S30.F.bracken_frac	214_S32.F.bracken_num	214_S32.F.bracken_frac	82_S21.F.bracken_num	82_S21.F.bracken_frac	88_S22.F.bracken_num	88_S22.F.bracken_frac	99_S23.F.bracken_num	99_S23.F.bracken_frac	BLB_S18.F.bracken_num	BLB_S18.F.bracken_frac	BLB_WG4.F.bracken_num	BLB_WG4.F.bracken_frac	BLR_S17.F.bracken_num	BLR_S17.F.bracken_frac	BLR_WG4.F.bracken_num	BLR_WG4.F.bracken_frac	BLS_S16.F.bracken_num	BLS_S16.F.bracken_frac	DC06_S1.F.bracken_num	DC06_S1.F.bracken_frac	DC10_S2.F.bracken_num	DC10_S2.F.bracken_frac	DC11_S3.F.bracken_num	DC11_S3.F.bracken_frac	DC17_S4.F.bracken_num	DC17_S4.F.bracken_frac	DM13_S9.F.bracken_num	DM13_S9.F.bracken_frac	DM14_S10.F.bracken_num	DM14_S10.F.bracken_frac	DM15_S11.F.bracken_num	DM15_S11.F.bracken_frac	DM16_S12.F.bracken_num	DM16_S12.F.bracken_frac	GG01_S14.F.bracken_num	GG01_S14.F.bracken_frac	GH01_S13.F.bracken_num	GH01_S13.F.bracken_frac	GN13_S5.F.bracken_num	GN13_S5.F.bracken_frac	GN15_S6.F.bracken_num	GN15_S6.F.bracken_frac	GN18_S7.F.bracken_num	GN18_S7.F.bracken_frac	GN19_S8.F.bracken_num	GN19_S8.F.bracken_frac	NEG_S33.F.bracken_num	NEG_S33.F.bracken_frac	OC01_S15.F.bracken_num	OC01_S15.F.bracken_frac
Clostridiales Family XVI. Incertae Sedis	543347	F	44	0.00001	30	0.00000	16	0.00000	0	0.00000	30	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	31	0.00000	23	0.00000	77	0.00001	115	0.00001	118	0.00002	86	0.00001	90	0.00001	279	0.00002	44	0.00000	333	0.00003	66	0.00001	17	0.00000	103	0.00001	102	0.00001	148	0.00002	0	0.00000	41	0.00000	54	0.00001	1556	0.00015	171	0.00002	67	0.00001	0	0.00000	24	0.00000
Smilacaceae	4703	F	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	70	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Kaistiaceae	2831111	F	0	0.00000	0	0.00000	177	0.00002	59	0.00001	28	0.00000	22	0.00000	17	0.00000	10	0.00000	0	0.00000	22	0.00000	0	0.00000	20	0.00000	112	0.00001	977	0.00010	32	0.00001	283	0.00003	89	0.00001	320	0.00003	180	0.00002	1349	0.00011	1290	0.00012	443	0.00008	996	0.00010	571	0.00007	1091	0.00012	232	0.00003	180	0.00002	29	0.00000	1884	0.00019	450	0.00004	881	0.00009	0	0.00000	13	0.00000
Maricaulaceae	2800061	F	34	0.00001	34	0.00001	49	0.00000	123	0.00001	124	0.00001	51	0.00001	49	0.00001	90	0.00001	63	0.00001	51	0.00001	117	0.00001	124	0.00002	279	0.00003	629	0.00006	137	0.00002	1155	0.00012	286	0.00003	489	0.00004	281	0.00003	1424	0.00011	1397	0.00013	570	0.00010	1822	0.00019	843	0.00010	1675	0.00018	325	0.00005	448	0.00004	77	0.00001	230	0.00002	574	0.00005	750	0.00008	0	0.00000	107	0.00001
Planorbidae	6524	F	1680	0.00026	1782	0.00027	1912	0.00019	2030	0.00018	1651	0.00015	1098	0.00011	1265	0.00013	1209	0.00012	1090	0.00013	1348	0.00015	1505	0.00015	698	0.00013	917	0.00010	1638	0.00017	551	0.00009	2936	0.00030	1970	0.00018	886	0.00008	418	0.00004	847	0.00007	752	0.00007	477	0.00009	779	0.00008	568	0.00007	643	0.00007	468	0.00007	1068	0.00009	759	0.00010	1719	0.00017	1547	0.00014	586	0.00006	0	0.00000	829	0.00011
Plataspidae	236385	F	0	0.00000	0	0.00000	0	0.00000	0	0.00000	13	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Loranthaceae	3963	F	83	0.00001	0	0.00000	129	0.00001	85	0.00001	147	0.00001	94	0.00001	168	0.00002	56	0.00001	53	0.00001	0	0.00000	119	0.00001	0	0.00000	63	0.00001	0	0.00000	59	0.00001	0	0.00000	0	0.00000	39	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	39	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	90	0.00001	205	0.00002	0	0.00000	49	0.00001
Platysternidae	1579279	F	0	0.00000	0	0.00000	0	0.00000	0	0.00000	14	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	14	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Pyroglyphidae	6952	F	1019	0.00016	972	0.00015	1673	0.00017	1875	0.00017	2005	0.00018	1770	0.00018	1710	0.00018	1883	0.00019	1296	0.00015	1479	0.00016	1277	0.00012	812	0.00015	1329	0.00015	1397	0.00014	853	0.00015	1011	0.00010	1948	0.00018	1462	0.00013	535	0.00005	1096	0.00009	1075	0.00010	689	0.00012	1071	0.00011	631	0.00007	719	0.00008	1213	0.00017	1192	0.00010	1450	0.00019	1796	0.00018	1590	0.00014	595	0.00006	0	0.00000	951	0.00013
Collemataceae	169194	F	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	11	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	12	0.00000
Heteropterygidae	262140	F	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	168	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Parulidae	400782	F	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	10	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Macrouridae	30761	F	67	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	3079	0.00031	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	22	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Alligatoridae	1294636	F	1333	0.00021	1281	0.00019	1878	0.00019	2182	0.00020	1732	0.00016	1432	0.00014	1398	0.00015	1822	0.00018	1336	0.00016	1781	0.00019	1222	0.00012	1196	0.00022	1569	0.00017	772	0.00008	1073	0.00018	914	0.00009	1192	0.00011	2351	0.00020	804	0.00007	1652	0.00013	1536	0.00014	940	0.00017	1500	0.00016	1006	0.00012	1086	0.00012	667	0.00010	1101	0.00009	1287	0.00017	1740	0.00017	1658	0.00015	732	0.00008	0	0.00000	1232	0.00016
Raillietiellidae	2609959	F	0	0.00000	0	0.00000	6252	0.00063	3310	0.00030	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Cionidae	7717	F	295	0.00005	276	0.00004	779	0.00008	835	0.00008	501	0.00005	385	0.00004	423	0.00004	524	0.00005	476	0.00006	512	0.00006	635	0.00006	214	0.00004	439	0.00005	493	0.00005	326	0.00006	466	0.00005	497	0.00005	549	0.00005	225	0.00002	765	0.00006	366	0.00003	166	0.00003	370	0.00004	346	0.00004	395	0.00004	352	0.00005	327	0.00003	386	0.00005	270	0.00003	384	0.00003	173	0.00002	0	0.00000	340	0.00005
Psephenidae	186983	F	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	130	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Marattiaceae	3265	F	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	18	0.00000	0	0.00000	22	0.00000	0	0.00000	0	0.00000	195	0.00002	0	0.00000	39	0.00000	0	0.00000	27	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Chroomonadaceae	589345	F	0	0.00000	25	0.00000	60	0.00001	49	0.00000	60	0.00001	73	0.00001	62	0.00001	0	0.00000	44	0.00001	0	0.00000	49	0.00000	0	0.00000	18	0.00000	101	0.00001	33	0.00001	46	0.00000	0	0.00000	38	0.00000	0	0.00000	46	0.00000	0	0.00000	24	0.00000	114	0.00001	14	0.00000	64	0.00001	0	0.00000	0	0.00000	28	0.00000	60	0.00001	50	0.00000	28	0.00000	0	0.00000	0	0.00000
Boletaceae	5368	F	28	0.00000	24	0.00000	12	0.00000	242	0.00002	19	0.00000	19	0.00000	13	0.00000	14	0.00000	21	0.00000	0	0.00000	10	0.00000	34	0.00001	13	0.00000	0	0.00000	0	0.00000	0	0.00000	16	0.00000	41	0.00000	0	0.00000	0	0.00000	31	0.00000	0	0.00000	14	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	25	0.00000	12	0.00000	0	0.00000	0	0.00000
Pilotrichaceae	114667	F	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	19	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Kolmioviridae	2842321	F	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	17	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Gloeochaetaceae	38266	F	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	32	0.00000	0	0.00000	0	0.00000	18	0.00000	0	0.00000	26	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Scapaniaceae	41845	F	0	0.00000	0	0.00000	0	0.00000	0	0.00000	49	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Sphaeromatidae	96822	F	0	0.00000	0	0.00000	17	0.00000	0	0.00000	18	0.00000	21	0.00000	14	0.00000	0	0.00000	0	0.00000	0	0.00000	160	0.00002	34	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	31	0.00000	0	0.00000	0	0.00000	0	0.00000	15	0.00000	0	0.00000	21	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Momotidae	57387	F	0	0.00000	0	0.00000	97	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	113	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Artemiidae	38009	F	0	0.00000	0	0.00000	121	0.00001	131	0.00001	90	0.00001	55	0.00001	671	0.00007	92	0.00001	60	0.00001	139	0.00001	114	0.00001	0	0.00000	29	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	38	0.00000	0	0.00000	85	0.00001	49	0.00000	19	0.00000	46	0.00000	108	0.00001	0	0.00000	0	0.00000	38	0.00000	47	0.00001	36	0.00000	0	0.00000	0	0.00000	0	0.00000	36	0.00000
Atherinopsidae	461499	F	0	0.00000	0	0.00000	0	0.00000	0	0.00000	17	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	13	0.00000	0	0.00000	0	0.00000	0	0.00000	53	0.00000	41	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	12	0.00000
Picocystaceae	2682562	F	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	63	0.00001	0	0.00000	0	0.00000	122	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Capsalidae	66919	F	0	0.00000	0	0.00000	11	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Lubomirskiidae	75882	F	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	88	0.00001	54	0.00001	0	0.00000	0	0.00000
Engraulidae	43062	F	63	0.00001	122	0.00002	146	0.00001	103	0.00001	184	0.00002	127	0.00001	146	0.00002	135	0.00001	77	0.00001	127	0.00001	51	0.00000	568	0.00010	160	0.00002	0	0.00000	38	0.00001	0	0.00000	0	0.00000	178	0.00002	36	0.00000	36	0.00000	122	0.00001	111	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000	113	0.00001	135	0.00002	30	0.00000	80	0.00001	22	0.00000	0	0.00000	69	0.00001
Aphalaridae	1566705	F	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	14	0.00000	0	0.00000	0	0.00000	0	0.00000	20	0.00000	0	0.00000	14	0.00000	16	0.00000	10	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Heterorhabditidae	2301471	F	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	13	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Loxosomatidae	231594	F	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	27	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Hyalidae	199478	F	605	0.00009	591	0.00009	1627	0.00016	1901	0.00017	341	0.00003	235	0.00002	256	0.00003	5282	0.00053	4342	0.00050	1510	0.00016	698	0.00007	5349	0.00098	35	0.00000	0	0.00000	20	0.00000	0	0.00000	0	0.00000	1586	0.00014	451	0.00004	214	0.00002	1067	0.00010	788	0.00014	30	0.00000	260	0.00003	151	0.00002	14	0.00000	31	0.00000	39	0.00001	26	0.00000	54	0.00000	12	0.00000	0	0.00000	694	0.00009
Cerionidae	216367	F	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	11	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Thermoflexaceae	1495648	F	0	0.00000	0	0.00000	0	0.00000	55	0.00001	50	0.00000	0	0.00000	0	0.00000	30	0.00000	0	0.00000	0	0.00000	37	0.00000	52	0.00001	16	0.00000	157	0.00002	28	0.00000	13	0.00000	0	0.00000	85	0.00001	32	0.00000	349	0.00003	83	0.00001	71	0.00001	137	0.00001	50	0.00001	125	0.00001	32	0.00000	27	0.00000	0	0.00000	21	0.00000	270	0.00002	176	0.00002	0	0.00000	14	0.00000
Ranellidae	69569	F	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	10	0.00000	12	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	11	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Hylobatidae	9577	F	1791	0.00028	1800	0.00027	3327	0.00034	3814	0.00035	3517	0.00032	3379	0.00034	2614	0.00028	3624	0.00036	2196	0.00026	1926	0.00021	1324	0.00013	1392	0.00025	2075	0.00023	1073	0.00011	1333	0.00023	2452	0.00025	1340	0.00012	3096	0.00027	801	0.00007	1302	0.00010	1864	0.00018	1149	0.00021	642	0.00007	812	0.00009	951	0.00010	562	0.00008	2551	0.00021	2217	0.00030	1353	0.00013	1797	0.00016	792	0.00008	0	0.00000	1830	0.00024
Mallomonadaceae	420617	F	0	0.00000	0	0.00000	0	0.00000	59	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	56	0.00000	0	0.00000	57	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	67	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	34	0.00000
Pinaceae	3318	F	2365	0.00037	1226	0.00018	1111	0.00011	996	0.00009	1212	0.00011	922	0.00009	1264	0.00013	1030	0.00010	893	0.00010	1135	0.00012	1298	0.00013	791	0.00014	994	0.00011	1711	0.00018	1067	0.00018	3163	0.00032	3899	0.00036	1577	0.00014	591	0.00005	2241	0.00018	983	0.00009	873	0.00016	1905	0.00020	1550	0.00018	1221	0.00013	883	0.00013	2777	0.00023	1212	0.00016	1578	0.00016	4188	0.00038	1610	0.00017	0	0.00000	2111	0.00028
Rapateaceae	14081	F	0	0.00000	0	0.00000	472	0.00005	476	0.00004	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	291	0.00003	138	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Fragilariaceae	33856	F	0	0.00000	0	0.00000	0	0.00000	79	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	111	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	84	0.00001	0	0.00000	282	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Depressariidae	2681869	F	13481	0.00211	14097	0.00210	63693	0.00645	74250	0.00675	20601	0.00185	18100	0.00180	18185	0.00193	19728	0.00198	15455	0.00180	20923	0.00225	23906	0.00232	12060	0.00221	19129	0.00212	18956	0.00196	12371	0.00211	20821	0.00212	25407	0.00235	19748	0.00171	6132	0.00055	16103	0.00129	13316	0.00125	8001	0.00145	14362	0.00149	9303	0.00109	9308	0.00099	10784	0.00154	14078	0.00118	12320	0.00165	14690	0.00145	14860	0.00135	6999	0.00075	0	0.00000	17370	0.00230
Salicaceae	3688	F	2800	0.00044	2673	0.00040	4149	0.00042	5385	0.00049	3656	0.00033	2402	0.00024	2487	0.00026	2813	0.00028	2192	0.00025	2812	0.00030	3028	0.00029	2302	0.00042	3228	0.00036	3416	0.00035	1747	0.00030	5671	0.00058	5526	0.00051	3031	0.00026	920	0.00008	4590	0.00037	1946	0.00018	1268	0.00023	2160	0.00022	1715	0.00020	2240	0.00024	2373	0.00034	2211	0.00019	2238	0.00030	2034	0.00020	2532	0.00023	1468	0.00016	0	0.00000	2650	0.00035
Caulimoviridae	186534	F	0	0.00000	10	0.00000	13	0.00000	26	0.00000	0	0.00000	0	0.00000	22	0.00000	13	0.00000	0	0.00000	14	0.00000	0	0.00000	0	0.00000	17	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	34	0.00000	0	0.00000	45	0.00000	18	0.00000	0	0.00000	12	0.00000	59	0.00001	0	0.00000	0	0.00000	36	0.00000	12	0.00000	10	0.00000	12	0.00000	0	0.00000	0	0.00000	18	0.00000
Togniniaceae	1756146	F	65	0.00001	65	0.00001	136	0.00001	238	0.00002	46	0.00000	56	0.00001	44	0.00000	65	0.00001	37	0.00000	29	0.00000	35	0.00000	31	0.00001	40	0.00000	46	0.00000	41	0.00001	57	0.00001	38	0.00000	84	0.00001	17	0.00000	87	0.00001	77	0.00001	42	0.00001	77	0.00001	62	0.00001	115	0.00001	17	0.00000	41	0.00000	49	0.00001	25	0.00000	45	0.00000	138	0.00001	0	0.00000	36	0.00000
Pseudonocardiaceae	2070	F	2121	0.00033	2520	0.00038	1866	0.00019	3787	0.00034	2547	0.00023	1903	0.00019	1711	0.00018	3024	0.00030	2190	0.00025	1649	0.00018	1702	0.00017	2949	0.00054	6470	0.00072	25761	0.00266	3113	0.00053	7052	0.00072	9552	0.00088	22329	0.00193	8009	0.00072	84779	0.00681	45070	0.00424	30450	0.00552	57162	0.00591	28687	0.00335	55612	0.00591	16827	0.00240	13792	0.00116	2572	0.00035	25312	0.00249	52837	0.00480	74507	0.00794	0	0.00000	2060	0.00027
Halimedaceae	379500	F	11	0.00000	15	0.00000	21	0.00000	34	0.00000	14	0.00000	0	0.00000	12	0.00000	22	0.00000	24	0.00000	20	0.00000	24	0.00000	0	0.00000	15	0.00000	28	0.00000	16	0.00000	61	0.00001	32	0.00000	34	0.00000	0	0.00000	23	0.00000	22	0.00000	17	0.00000	63	0.00001	32	0.00000	25	0.00000	13	0.00000	34	0.00000	20	0.00000	14	0.00000	58	0.00001	10	0.00000	0	0.00000	0	0.00000
Actiniidae	42822	F	563	0.00009	534	0.00008	463	0.00005	534	0.00005	605	0.00005	462	0.00005	460	0.00005	594	0.00006	738	0.00009	386	0.00004	443	0.00004	386	0.00007	547	0.00006	766	0.00008	364	0.00006	767	0.00008	686	0.00006	732	0.00006	435	0.00004	735	0.00006	495	0.00005	237	0.00004	354	0.00004	761	0.00009	648	0.00007	291	0.00004	766	0.00006	421	0.00006	518	0.00005	585	0.00005	319	0.00003	0	0.00000	447	0.00006
Archaeoglobaceae	2232	F	30	0.00000	166	0.00002	306	0.00003	326	0.00003	445	0.00004	338	0.00003	546	0.00006	443	0.00004	330	0.00004	421	0.00005	750	0.00007	40	0.00001	366	0.00004	297	0.00003	411	0.00007	182	0.00002	993	0.00009	446	0.00004	24	0.00000	170	0.00001	84	0.00001	342	0.00006	123	0.00001	469	0.00005	577	0.00006	58	0.00001	183	0.00002	78	0.00001	294	0.00003	262	0.00002	127	0.00001	0	0.00000	90	0.00001
