name	taxonomy_id	taxonomy_lvl	119_S24.G.bracken_num	119_S24.G.bracken_frac	120_S25.G.bracken_num	120_S25.G.bracken_frac	140_S26.G.bracken_num	140_S26.G.bracken_frac	147_S27.G.bracken_num	147_S27.G.bracken_frac	177_S28.G.bracken_num	177_S28.G.bracken_frac	178_S29.G.bracken_num	178_S29.G.bracken_frac	179_S31.G.bracken_num	179_S31.G.bracken_frac	209_S30.G.bracken_num	209_S30.G.bracken_frac	214_S32.G.bracken_num	214_S32.G.bracken_frac	82_S21.G.bracken_num	82_S21.G.bracken_frac	88_S22.G.bracken_num	88_S22.G.bracken_frac	99_S23.G.bracken_num	99_S23.G.bracken_frac	BLB_S18.G.bracken_num	BLB_S18.G.bracken_frac	BLB_WG4.G.bracken_num	BLB_WG4.G.bracken_frac	BLR_S17.G.bracken_num	BLR_S17.G.bracken_frac	BLR_WG4.G.bracken_num	BLR_WG4.G.bracken_frac	BLS_S16.G.bracken_num	BLS_S16.G.bracken_frac	DC06_S1.G.bracken_num	DC06_S1.G.bracken_frac	DC10_S2.G.bracken_num	DC10_S2.G.bracken_frac	DC11_S3.G.bracken_num	DC11_S3.G.bracken_frac	DC17_S4.G.bracken_num	DC17_S4.G.bracken_frac	DM13_S9.G.bracken_num	DM13_S9.G.bracken_frac	DM14_S10.G.bracken_num	DM14_S10.G.bracken_frac	DM15_S11.G.bracken_num	DM15_S11.G.bracken_frac	DM16_S12.G.bracken_num	DM16_S12.G.bracken_frac	GG01_S14.G.bracken_num	GG01_S14.G.bracken_frac	GH01_S13.G.bracken_num	GH01_S13.G.bracken_frac	GN13_S5.G.bracken_num	GN13_S5.G.bracken_frac	GN15_S6.G.bracken_num	GN15_S6.G.bracken_frac	GN18_S7.G.bracken_num	GN18_S7.G.bracken_frac	GN19_S8.G.bracken_num	GN19_S8.G.bracken_frac	NEG_S33.G.bracken_num	NEG_S33.G.bracken_frac	OC01_S15.G.bracken_num	OC01_S15.G.bracken_frac
Pongo	9599	G	3291	0.00052	3145	0.00047	6100	0.00062	6313	0.00057	5561	0.00050	4621	0.00046	4603	0.00049	5182	0.00052	4122	0.00048	5574	0.00060	5405	0.00053	2378	0.00044	3167	0.00035	1065	0.00011	2029	0.00035	1573	0.00016	1448	0.00013	3660	0.00032	1049	0.00009	2193	0.00018	2735	0.00026	1796	0.00033	1332	0.00014	1062	0.00012	1058	0.00011	1025	0.00015	5222	0.00044	5747	0.00077	2885	0.00028	2895	0.00026	1183	0.00013	0	0.00000	3023	0.00040
Tetrancistrum	67529	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	15	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Ordospora	174684	G	0	0.00000	0	0.00000	17	0.00000	14	0.00000	21	0.00000	18	0.00000	17	0.00000	28	0.00000	261	0.00003	12	0.00000	11	0.00000	0	0.00000	20	0.00000	0	0.00000	10	0.00000	24	0.00000	0	0.00000	33	0.00000	0	0.00000	44	0.00000	0	0.00000	0	0.00000	18	0.00000	31	0.00000	0	0.00000	34	0.00000	17	0.00000	12	0.00000	10	0.00000	28	0.00000	33	0.00000	0	0.00000	20	0.00000
Deltaentomopoxvirus	2733302	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	82	0.00001	0	0.00000	269	0.00003	117	0.00001	0	0.00000	0	0.00000	22	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	18	0.00000	63	0.00001	0	0.00000	10	0.00000	0	0.00000	0	0.00000
Arcanobacterium	28263	G	14	0.00000	12	0.00000	0	0.00000	13	0.00000	37	0.00000	19	0.00000	18	0.00000	22	0.00000	30	0.00000	17	0.00000	21	0.00000	36	0.00001	85	0.00001	53	0.00001	66	0.00001	76	0.00001	54	0.00001	371	0.00003	173	0.00002	555	0.00004	453	0.00004	121	0.00002	225	0.00002	127	0.00001	482	0.00005	109	0.00002	31	0.00000	22	0.00000	53	0.00001	209	0.00002	248	0.00003	0	0.00000	18	0.00000
Limulus	6849	G	1084	0.00017	1151	0.00017	5459	0.00055	6383	0.00058	1350	0.00012	1110	0.00011	1088	0.00012	1203	0.00012	962	0.00011	3810	0.00041	4803	0.00047	1494	0.00027	1013	0.00011	1333	0.00014	663	0.00011	1108	0.00011	1140	0.00011	1176	0.00010	366	0.00003	1015	0.00008	795	0.00007	472	0.00009	1337	0.00014	779	0.00009	726	0.00008	2951	0.00042	978	0.00008	1054	0.00014	738	0.00007	1343	0.00012	509	0.00005	0	0.00000	728	0.00010
Sepiella	153279	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	56	0.00001	0	0.00000	74	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Haliotis	6452	G	2960	0.00046	2860	0.00043	2032	0.00021	2221	0.00020	3600	0.00032	3043	0.00030	3419	0.00036	3389	0.00034	2342	0.00027	1974	0.00021	2375	0.00023	1372	0.00025	2464	0.00027	1786	0.00018	1632	0.00028	2022	0.00021	3364	0.00031	2876	0.00025	894	0.00008	2035	0.00016	1963	0.00019	1282	0.00023	1498	0.00016	1293	0.00015	1191	0.00013	1748	0.00025	2253	0.00019	2000	0.00027	1504	0.00015	1857	0.00017	924	0.00010	0	0.00000	1680	0.00022
Cyclemys	74915	G	0	0.00000	0	0.00000	10	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Copiapoa	154416	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	27	0.00000	0	0.00000	0	0.00000	0	0.00000
Phytomyza	132616	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	341	0.00003	376	0.00004	226	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	48	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Thermosphaera	54253	G	13	0.00000	18	0.00000	0	0.00000	0	0.00000	17	0.00000	15	0.00000	12	0.00000	16	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	11	0.00000	21	0.00000	14	0.00000	26	0.00000	0	0.00000	0	0.00000	0	0.00000	14	0.00000	10	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	71	0.00001	88	0.00001	31	0.00000	52	0.00000	15	0.00000	0	0.00000	14	0.00000
Ditrema	83877	G	17	0.00000	32	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Jimmervirus	1984788	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	25	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Myosorex	150083	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	10	0.00000	0	0.00000	0	0.00000	15	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Juncus	13578	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	12	0.00000	0	0.00000	0	0.00000	0	0.00000	53	0.00001	15	0.00000	111	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	10	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Dascyllus	50744	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	15	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Afipia	1033	G	0	0.00000	0	0.00000	56	0.00001	81	0.00001	148	0.00001	73	0.00001	65	0.00001	90	0.00001	82	0.00001	37	0.00000	92	0.00001	240	0.00004	1103	0.00012	1221	0.00013	390	0.00007	561	0.00006	824	0.00008	2686	0.00023	980	0.00009	9931	0.00080	7854	0.00074	4406	0.00080	8331	0.00086	3912	0.00046	7018	0.00075	1715	0.00025	1296	0.00011	154	0.00002	1006	0.00010	3355	0.00031	5309	0.00057	0	0.00000	94	0.00001
Valeriana	19952	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	238	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Herminiimonas	303379	G	59	0.00001	39	0.00001	31	0.00000	44	0.00000	23	0.00000	0	0.00000	22	0.00000	18	0.00000	23	0.00000	14	0.00000	14	0.00000	0	0.00000	102	0.00001	36	0.00000	53	0.00001	33	0.00000	51	0.00000	131	0.00001	32	0.00000	204	0.00002	110	0.00001	67	0.00001	249	0.00003	106	0.00001	231	0.00002	106	0.00002	88	0.00001	21	0.00000	89	0.00001	161	0.00001	866	0.00009	0	0.00000	15	0.00000
Olisthodiscus	82999	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	30	0.00000	33	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Lophops	130615	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	10	0.00000	44	0.00001	20	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Adalia	7083	G	9246	0.00145	11219	0.00168	5688	0.00058	6090	0.00055	7447	0.00067	6246	0.00062	5983	0.00064	8753	0.00088	8377	0.00097	5009	0.00054	9833	0.00096	7210	0.00132	7862	0.00087	10233	0.00106	4917	0.00084	13504	0.00138	13815	0.00128	5577	0.00048	1588	0.00014	7044	0.00057	3191	0.00030	2196	0.00040	6883	0.00071	3441	0.00040	3365	0.00036	4926	0.00070	4924	0.00041	5182	0.00070	6882	0.00068	8074	0.00073	3613	0.00039	0	0.00000	8412	0.00112
Hippea	84404	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	25	0.00000	11	0.00000	33	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	14	0.00000	27	0.00000	0	0.00000	12	0.00000	11	0.00000	50	0.00000	0	0.00000	89	0.00001	15	0.00000	20	0.00000	231	0.00002	108	0.00001	89	0.00001	0	0.00000	21	0.00000	18	0.00000	109	0.00001	51	0.00000	71	0.00001	0	0.00000	10	0.00000
Thismia	147077	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	13	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Pseudoxanthomonas	83618	G	47	0.00001	47	0.00001	67	0.00001	141	0.00001	168	0.00002	121	0.00001	93	0.00001	114	0.00001	78	0.00001	87	0.00001	75	0.00001	136	0.00002	496	0.00006	270	0.00003	235	0.00004	231	0.00002	121	0.00001	907	0.00008	642	0.00006	1591	0.00013	1928	0.00018	945	0.00017	2066	0.00021	1826	0.00021	13045	0.00139	1944	0.00028	3563	0.00030	396	0.00005	1731	0.00017	2673	0.00024	3181	0.00034	0	0.00000	122	0.00002
Malassezia	55193	G	314	0.00005	296	0.00004	181	0.00002	345	0.00003	486	0.00004	442	0.00004	464	0.00005	465	0.00005	314	0.00004	209	0.00002	423	0.00004	392	0.00007	419	0.00005	374	0.00004	240	0.00004	440	0.00004	210	0.00002	735	0.00006	239	0.00002	1027	0.00008	580	0.00005	419	0.00008	1054	0.00011	423	0.00005	831	0.00009	378	0.00005	345	0.00003	241	0.00003	296	0.00003	549	0.00005	536	0.00006	0	0.00000	243	0.00003
Terminalia	39992	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	17	0.00000	0	0.00000	0	0.00000	0	0.00000
Undaria	74380	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	51	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Sphaerobolus	68785	G	0	0.00000	0	0.00000	0	0.00000	33	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	84	0.00001	75	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Thermoproteus	2270	G	24	0.00000	19	0.00000	20	0.00000	22	0.00000	24	0.00000	0	0.00000	11	0.00000	10	0.00000	0	0.00000	15	0.00000	14	0.00000	0	0.00000	16	0.00000	0	0.00000	16	0.00000	15	0.00000	101	0.00001	28	0.00000	0	0.00000	31	0.00000	29	0.00000	14	0.00000	20	0.00000	17	0.00000	21	0.00000	0	0.00000	88	0.00001	102	0.00001	33	0.00000	53	0.00000	48	0.00001	0	0.00000	0	0.00000
Mesorhizobium	68287	G	689	0.00011	557	0.00008	753	0.00008	1004	0.00009	1329	0.00012	891	0.00009	764	0.00008	1300	0.00013	1188	0.00014	762	0.00008	1764	0.00017	1084	0.00020	7722	0.00086	5769	0.00060	2233	0.00038	4483	0.00046	2639	0.00024	12914	0.00112	6900	0.00062	46345	0.00373	44256	0.00417	19553	0.00355	39343	0.00408	18752	0.00220	44178	0.00470	8538	0.00122	11962	0.00100	1491	0.00020	7970	0.00079	22895	0.00208	35861	0.00383	0	0.00000	699	0.00009
Spizixos	241746	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	22	0.00000	18	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Metaxycheir	1649051	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	14	0.00000	78	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Caldalkalibacillus	379065	G	0	0.00000	0	0.00000	13	0.00000	12	0.00000	48	0.00000	31	0.00000	28	0.00000	15	0.00000	27	0.00000	0	0.00000	0	0.00000	0	0.00000	18	0.00000	50	0.00001	21	0.00000	78	0.00001	95	0.00001	82	0.00001	21	0.00000	95	0.00001	47	0.00000	31	0.00001	174	0.00002	51	0.00001	60	0.00001	45	0.00001	328	0.00003	14	0.00000	1171	0.00012	1247	0.00011	112	0.00001	0	0.00000	10	0.00000
Acropyga	354290	G	41	0.00001	38	0.00001	12	0.00000	17	0.00000	16	0.00000	32	0.00000	15	0.00000	10	0.00000	11	0.00000	12	0.00000	33	0.00000	0	0.00000	0	0.00000	53	0.00001	0	0.00000	29	0.00000	0	0.00000	15	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	249	0.00003	78	0.00001	84	0.00001	0	0.00000	19	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Arachnopusia	1072033	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	374	0.00003	0	0.00000	0	0.00000	0	0.00000	0	0.00000	248	0.00003	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Athripsodes	446525	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	18	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Sceloporus	8518	G	1493	0.00023	1577	0.00024	1723	0.00017	2110	0.00019	1992	0.00018	1628	0.00016	1701	0.00018	2193	0.00022	2978	0.00035	1789	0.00019	1126	0.00011	1105	0.00020	1569	0.00017	422	0.00004	703	0.00012	638	0.00007	642	0.00006	1765	0.00015	791	0.00007	1019	0.00008	1239	0.00012	1070	0.00019	491	0.00005	556	0.00007	653	0.00007	1064	0.00015	1425	0.00012	2016	0.00027	1002	0.00010	1252	0.00011	547	0.00006	0	0.00000	1552	0.00021
Psenopsis	163123	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	200	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Candidatus Riesia	401618	G	42	0.00001	56	0.00001	17	0.00000	24	0.00000	33	0.00000	37	0.00000	51	0.00001	17	0.00000	25	0.00000	0	0.00000	29	0.00000	0	0.00000	33	0.00000	300	0.00003	26	0.00000	425	0.00004	318	0.00003	71	0.00001	17	0.00000	124	0.00001	48	0.00000	26	0.00000	206	0.00002	113	0.00001	101	0.00001	69	0.00001	38	0.00000	25	0.00000	233	0.00002	85	0.00001	24	0.00000	0	0.00000	0	0.00000
Colibri	214662	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	156	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Arsenicicoccus	267408	G	0	0.00000	0	0.00000	0	0.00000	13	0.00000	0	0.00000	0	0.00000	0	0.00000	24	0.00000	13	0.00000	0	0.00000	0	0.00000	18	0.00000	28	0.00000	233	0.00002	11	0.00000	87	0.00001	25	0.00000	168	0.00001	65	0.00001	603	0.00005	580	0.00005	301	0.00005	647	0.00007	496	0.00006	821	0.00009	150	0.00002	68	0.00001	12	0.00000	163	0.00002	701	0.00006	845	0.00009	0	0.00000	10	0.00000
Parnassia	3796	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	42	0.00000	71	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	71	0.00001	0	0.00000	167	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	374	0.00004	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Nelumbo	4430	G	379	0.00006	393	0.00006	359	0.00004	426	0.00004	538	0.00005	402	0.00004	436	0.00005	606	0.00006	1019	0.00012	548	0.00006	415	0.00004	357	0.00007	1193	0.00013	518	0.00005	761	0.00013	555	0.00006	610	0.00006	766	0.00007	379	0.00003	596	0.00005	555	0.00005	293	0.00005	264	0.00003	420	0.00005	340	0.00004	635	0.00009	473	0.00004	364	0.00005	383	0.00004	395	0.00004	369	0.00004	0	0.00000	381	0.00005
Acutocoxae	2601359	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	11	0.00000	33	0.00000	13	0.00000	32	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Tamarindus	58859	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	43	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	36	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Cleisostoma	78723	G	0	0.00000	0	0.00000	67	0.00001	59	0.00001	21	0.00000	23	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	270	0.00003	0	0.00000	0	0.00000	0	0.00000	63	0.00001	0	0.00000	0	0.00000	0	0.00000	120	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Thermincola	278993	G	0	0.00000	18	0.00000	0	0.00000	0	0.00000	16	0.00000	12	0.00000	18	0.00000	18	0.00000	0	0.00000	0	0.00000	12	0.00000	0	0.00000	0	0.00000	24	0.00000	64	0.00001	32	0.00000	34	0.00000	74	0.00001	0	0.00000	255	0.00002	31	0.00000	0	0.00000	90	0.00001	70	0.00001	99	0.00001	15	0.00000	14	0.00000	12	0.00000	14	0.00000	57	0.00001	30	0.00000	0	0.00000	15	0.00000
Desulfolutivibrio	2773294	G	0	0.00000	0	0.00000	19	0.00000	32	0.00000	34	0.00000	17	0.00000	33	0.00000	17	0.00000	12	0.00000	16	0.00000	28	0.00000	10	0.00000	41	0.00000	19	0.00000	145	0.00002	16	0.00000	0	0.00000	27	0.00000	46	0.00000	135	0.00001	101	0.00001	51	0.00001	303	0.00003	87	0.00001	162	0.00002	28	0.00000	378	0.00003	11	0.00000	31	0.00000	82	0.00001	79	0.00001	0	0.00000	12	0.00000
Acaromyces	215249	G	40	0.00001	48	0.00001	92	0.00001	100	0.00001	122	0.00001	123	0.00001	129	0.00001	91	0.00001	235	0.00003	66	0.00001	53	0.00001	50	0.00001	138	0.00002	34	0.00000	78	0.00001	21	0.00000	27	0.00000	164	0.00001	40	0.00000	132	0.00001	157	0.00001	75	0.00001	82	0.00001	81	0.00001	131	0.00001	59	0.00001	106	0.00001	87	0.00001	83	0.00001	139	0.00001	110	0.00001	0	0.00000	70	0.00001
Stephania	147243	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	17	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	17	0.00000	0	0.00000	0	0.00000
